Dossier;Adresse;Nature;Relatif à;Etat;EUR;co_co;Dépôt;Recev?;RenvComm;1erAvisCE;DerAvisCE;1erRapp;DerRapp;RappCommPrev;RappComm;Comm1;CommLast;SeanPub1;Vote1;Vote2;DispVote;1erAmdtGvt;DerAmdtGvt;1erAmdtComm;DerAmdtComm;AvisCP;Publication;NbrAut;Auteurs;NbrComm;Comm;NbrPres;Pressentie;NbrRapp;Rapporteur;NbrAjPPGvt;AjAvisCHD;AjAvisCE;AjAmdtGvt;AjAmdtComm;NbrComm2;cmt_commission;cmt_commission_pressentie
7428;https://www.chd.lu/fr/dossier/7428;PL;.portant approbation du Protocole contre la fabrication et le trafic illicites d'armes à feu de leurs pièces éléments et munitions additionnel à la Convention des Nations Unies contre la criminalité transnationale organisée fait à New York le 31 mai 2001;PUB_JO;;X;26.03.19;;03.04.19;30.12.19;28.09.21;07.07.21;;12.01.22;12.01.22;08.05.19;12.01.22;20.01.22;20.01.22;;01.02.22;;;13.07.21;;;15.03.22;1;J.Asselborn (Min. Affaires étrangères & européennes);1;J;1;AEECA;1;S.Empain;;;2;;1;2;C. Justice;C. Affaires étrangères & européennes Coopération Immigration & Asile
7429;https://www.chd.lu/fr/dossier/7429;PL;.portant approbation du Protocole entre la République d'Arménie et les États Benelux (le Royaume de Belgique le Grand-Duché de Luxembourg le Royaume des Pays-Bas) appliquant l'Accord entre l'Union européenne et la République d'Arménie relatif à la réadmission des personnes en situation irrégulière fait à Bruxelles le 20 juin 2018;PUB_JO;;X;26.03.19;;03.04.19;13.11.19;;27.11.19;;13.01.20;13.01.20;13.01.20;13.01.20;22.01.20;12.02.20;;27.02.20;;;;;;13.03.20;1;J.Asselborn (Min. Affaires étrangères & européennes);1;AEECA;1;=;1;L.Mutsch;;;1;;;1;C. Affaires étrangères & européennes Coopération Immigration & Asile;C. Affaires étrangères & européennes Coopération Immigration & Asile
7430;https://www.chd.lu/fr/dossier/7430;PL;.portant approbation du Protocole au Traité de l'Atlantique Nord sur l'accession de la République de Macédoine du Nord signé à Bruxelles le 6 février 2019¯- Rapporteur: M. Marc Angel¯- Présentation et adoption d'un projet de rapport¯;PUB_JO;;X;01.04.19;;02.05.19;22.05.19;;06.05.19;;06.06.19;06.06.19;06.05.19;06.06.19;02.07.19;02.07.19;;17.07.19;;;;;;12.07.19;1;J.Asselborn (Min. Affaires étrangères & européennes);1;AEECA;1;=;1;M.Angel;;;1;;;2;C. Affaires étrangères & européennes Coopération Immigration & Asile;C. Affaires étrangères & européennes Coopération Immigration & Asile
7258A;https://www.chd.lu/fr/dossier/7258A;PL;.portant modification de la loi modifiée du 25 février 1979 concernant l'aide au logement;PUB_JO;;X;05.04.19;;05.04.19;03.07.19;28.11.19;07.11.19;;05.12.19;06.12.19;05.12.19;05.12.19;;10.12.19;;27.12.19;;;19.09.19;;;23.12.19;0;;1;LOG;;;1;S.Ahmedova;;;2;;1;1;C. Logement;
7258B;https://www.chd.lu/fr/dossier/7258B;PL;.relative aux critères de salubrité d'hygiène de sécurité et d'habitabilité des logements et chambres donnés en location ou mis à disposition à des fins d'habitation;PUB_JO;;X;05.04.19;;05.04.19;03.07.19;10.12.19;07.11.19;;05.12.19;06.12.19;05.12.19;05.12.19;;10.12.19;;27.12.19;;;19.09.19;;;23.12.19;0;;1;LOG;;;1;S.Ahmedova;;;2;;1;1;C. Logement;
7431;https://www.chd.lu/fr/dossier/7431;PL;.instaurant un mécanisme de règlement des différends fiscaux;PUB_JO;OUI;X;11.04.19;;02.05.19;15.07.19;28.11.19;03.06.19;;06.12.19;06.12.19;03.06.19;06.12.19;11.12.19;11.12.19;;27.12.19;;;02.10.19;;;23.12.19;1;P.Gramegna (Min. Finances);1;FI;1;=;1;J.Elvinger;;4;2;;1;2;C. Finances & Budget;C. Finances & Budget
7432;https://www.chd.lu/fr/dossier/7432;PRGD;.portant modification du règlement grand-ducal modifié du 27 septembre 2008 relatif à la participation du Luxembourg à la mission d'observation de l'Union européenne en Géorgie (EUMM Georgia);PUB_JO;;X;24.04.19;;24.04.19;08.05.19;;;;;;;;;;;;;;;;14.05.19;21.05.19;1;J.Asselborn (Min. Affaires étrangères & européennes);1;AEECA;;;0;;1;;1;;;;C. Affaires étrangères & européennes Coopération Immigration & Asile;
7433;https://www.chd.lu/fr/dossier/7433;PPL;.pour une finance durable et modifiant la loi du 17 décembre 2010 concernant les organismes de placement collectif;COMM;;X;25.04.19;07.05.19;07.05.19;13.11.19;;;;;;20.04.20;20.04.20;;;;;;;;;;;1;L.Mosar;2;FI|FIN;;;0;;;1;1;;;1;C. Finances & Budget|C. Finances;
7434;https://www.chd.lu/fr/dossier/7434;PPL;.portant flexibilisation du congé parental et extension de l'exercice du congé parental aux grands-parents et modifiant 1. le Code du travail 2. le Code de la Sécurité sociale 3. la loi modifiée du 16 avril 1979 fixant le statut général des fonctionnaires de l'Etat et 4. la loi modifiée du 24 décembre 1985 fixant le statut général des fonctionnaires communaux;RETIRE;;X;25.04.19;07.05.19;07.05.19;11.12.19;;;;;;12.01.21;26.01.21;;;;;;;;;;;1;M.Spautz;1;FAIN;;;0;;;;1;;;2;C. Famille & Intégration;
7435;https://www.chd.lu/fr/dossier/7435;PPL;.portant modification de loi modifiée du 4 juillet 2008 sur la jeunesse;RETIRE;;X;25.04.19;07.05.19;07.05.19;11.12.19;;;;;;;;;;;;;;;;;;1;M.Spautz;3;ENEJ|FAIN|ENEJER;;;0;;;;1;;;;C. Éducation nationale Enfance & Jeunesse|C. Famille & Intégration|C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche;
7436;https://www.chd.lu/fr/dossier/7436;PPL;.portant extension du cercle des bénéficiaires du congé pour raisons familiales aux grands-parents et modifiant le Code du travail;RETIRE;;X;25.04.19;07.05.19;07.05.19;11.12.19;;;;;;;;;;;;;;;;;;1;M.Spautz;3;TRA|FAIN|TESS;;;0;;;2;1;;;;C. Travail|C. Famille & Intégration|C. Travail Emploi & Sécurité sociale;
7437;https://www.chd.lu/fr/dossier/7437;PPL;.portant modification du Livre IV du Code de la sécurité sociale relatif aux prestations familiales;RETIRE;;X;25.04.19;07.05.19;07.05.19;11.12.19;;;;;;12.01.21;26.01.21;;;;;;;;;;;1;M.Spautz;1;FAIN;;;0;;;;1;;;2;C. Famille & Intégration;
7438;https://www.chd.lu/fr/dossier/7438;PPL;.portant modification du Livre III du Code de la sécurité sociale relatif au années bébé (« Baby Years »);COMM;;X;25.04.19;07.05.19;07.05.19;11.12.19;;;;;;;;;;;;;;;;;;1;M.Spautz;3;SASS|FAIN|TESS;;;0;;;;1;;;;C. Santé & Sécurité sociale|C. Famille & Intégration|C. Travail Emploi & Sécurité sociale;
7439;https://www.chd.lu/fr/dossier/7439;PL;.modifiant la loi du 10 février 2015 relative à l'organisation du marché de produits pétroliers;PUB_JO;OUI;X;02.05.19;;08.05.19;15.07.19;;25.09.19;;16.10.19;16.10.19;25.09.19;16.10.19;24.10.19;24.10.19;;15.11.19;;;;;;06.12.19;1;C.Turmes (Min. Energie);1;ECEAT;1;=;1;C.Back;;;1;;;2;C. Environnement Climat Energie & Aménagement territoire;C. Environnement Climat Energie & Aménagement territoire
7440;https://www.chd.lu/fr/dossier/7440;PL;".portant modification 1° de la loi modifiée du 30 juillet 2015 portant création d'un Institut de formation de l'éducation nationale ; 2° de la loi modifiée du 10 juin 1980 portant planification des besoins en personnel enseignant de l'enseignement secondaire ; 3° de la loi modifiée du 6 février 2009 concernant le personnel de l'enseignement fondamental ; 4° de la loi modifiée du 26 février 2016 portant création d'une école internationale publique à Differdange ; 5° de la loi modifiée du 23 juillet 2016 portant création d'une réserve nationale des employés enseignants des lycées";PUB_JO;;X;03.05.19;;08.05.19;03.07.19;;03.07.19;;;09.07.19;03.07.19;09.07.19;11.07.19;11.07.19;;17.07.19;14.06.19;;;;;20.08.19;1;C.Meisch (Min. Education nationale Enfance & Jeunesse);1;ENEJER;1;=;1;G.Baum;;2;1;1;;2;C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche;C. Education nationale Enfance Jeunesse Enseignement supérieur & Recherche
7441;https://www.chd.lu/fr/dossier/7441;PL;.relatif aux avocats inscrits à la liste IV du tableau visé à l'article 8 paragraphe 3 point 4 de la loi modifiée du 10 août 1991 sur la profession d'avocat qui sont soit ressortissant du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord soit exercent la profession d'avocat sous un titre professionnel du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord;PUB_JO;;X;21.05.19;;13.06.19;15.07.19;10.10.19;25.09.19;;08.10.19;09.10.19;25.09.19;09.10.19;10.10.19;10.10.19;;24.10.19;;;25.09.19;;;28.10.19;1;F.Braz (Min. Justice);1;J;1;=;1;C.Margue;;;2;;1;2;C. Justice;C. Justice
7442;https://www.chd.lu/fr/dossier/7442;PL;".portant : ¯- transposition de la directive (UE) 2016/1919 du Parlement européen et du Conseil du 26 octobre 2016 concernant l'aide juridictionnelle pour les suspects et les personnes poursuivies dans le cadre des procédures pénales et pour les personnes dont la remise est demandée dans le cadre des procédures relatives au mandat d'arrêt européen ;¯- transposition de certaines dispositions de la directive 2012/29/UE du Parlement européen et du Conseil du 25 octobre 2012 établissant des normes minimales concernant les droits le soutien et la protection des victimes de la criminalité et remplaçant la décision-cadre 2001/220/JAI du Conseil;¯- modification de la loi modifiée du 10 août 1991 sur la profession d'avocat";PUB_JO;OUI;X;22.05.19;;13.06.19;15.07.19;13.10.20;13.02.20;;11.11.20;18.11.20;12.02.20;18.11.20;01.12.20;01.12.20;;16.12.20;;;03.07.20;;;17.12.20;1;F.Braz (Min. Justice);1;J;1;=;1;C.Margue;;;2;;1;2;C. Justice;C. Justice
7443;https://www.chd.lu/fr/dossier/7443;PL;.portant modification de la loi modifiée du 27 février 2011 sur les réseaux et les services de communication électroniques;PUB_JO;;X;23.05.19;;13.06.19;25.09.19;;;;05.11.19;14.11.19;15.10.19;05.11.19;19.11.19;19.11.19;;29.11.19;;;;;;17.12.19;1;X.Bettel (Min. Communications & Médias);1;DMCE;1;=;0;;;2;1;;;2;C. Digitalisation Médias & Communications;C. Digitalisation Médias & Communications
7444;https://www.chd.lu/fr/dossier/7444;PL;.modifiant la loi modifiée du 10 juin 1999 relative aux établissements classés;PUB_JO;;X;24.05.19;;13.06.19;23.10.19;;28.11.19;;15.01.19;16.01.20;27.11.19;15.01.20;22.01.20;05.02.20;;13.02.20;;;;;;13.03.20;1;C.Dieschbourg (Min. Environnement Climat & Développement durable);1;ECEAT;1;=;1;F.Benoy;;2;1;;;2;C. Environnement Climat Energie & Aménagement territoire;C. Environnement Climat Energie & Aménagement territoire
7445;https://www.chd.lu/fr/dossier/7445;PL;".portant modification :¯1° de la loi modifiée du 24 décembre 1985 fixant le statut  général des fonctionnaires communaux ;¯2° de la loi modifiée du 15 juin 1999 portant organisation de l'Institut national d'administration publique";PUB_JO;;X;11.06.19;;20.06.19;15.07.19;30.12.19;27.06.19;;;11.02.20;27.06.19;11.02.20;13.02.20;13.02.20;;27.02.20;;;29.11.19;;;16.03.20;1;T.Bofferding (Min. Intérieur);1;AIEFH;1;=;1;D.Biancalana;;;2;;1;2;C. Affaires intérieures & Egalité entre les femmes & les hommes;C. Affaires intérieures & Egalité entre les femmes & les hommes
7446;https://www.chd.lu/fr/dossier/7446;PL;.modifiant la loi modifiée du 12 février 1979 concernant la taxe sur la valeur ajoutée¯en vue de la transposition de la directive (UE) 2018/1910 du Conseil du 4 décembre 2018 modifiant la directive 2006/112/CE en ce qui concerne l'harmonisation et la simplification de certaines règles dans le système de taxe sur la valeur ajoutée pour la taxation des échanges entre les États membres;PUB_JO;OUI;X;20.06.19;;27.06.19;23.10.19;;01.10.19;;11.11.19;12.11.19;30.09.19;11.11.19;20.11.19;20.11.19;;29.11.19;;;;;;06.12.19;1;P.Gramegna (Min. Finances);1;FI;1;=;1;G.Arendt;;3;1;;;2;C. Finances & Budget;C. Finances & Budget
7447;https://www.chd.lu/fr/dossier/7447;PL;.portant règlement du compte général de l'exercice 2018;PUB_JO;;X;28.06.19;;04.07.19;10.10.19;;02.12.19;;09.12.19;10.12.19;07.10.19;09.12.19;19.12.19;19.12.19;;27.12.19;;;;;;23.12.19;1;P.Gramegna (Min. Finances);1;CEB;1;=;1;D.Adehm;;;1;;;2;C. Contrôle exécution budgétaire;C. Contrôle exécution budgétaire
7448;https://www.chd.lu/fr/dossier/7448;DO;.relatif à l'avant-projet de Plan national pour un développement durable;.;;X;24.06.19;;;;;;;;;02.07.19;02.07.19;09.07.19;;;;;;;;;;2;AEECA|ECEAT;0;;;;0;;;;;;;1;;
7449;https://www.chd.lu/fr/dossier/7449;DO;.sur le plan de développement culturel « KEP 1.0 »;.;;X;11.02.19;;;;;03.10.19;;;;03.10.19;22.04.21;29.04.21;;;;;;;;;;1;CULT;0;;;;1;D.Bernard;;;;;;2;;
7452;https://www.chd.lu/fr/dossier/7452;PL;".sur la gestion et le recouvrement des avoirs saisis ou confisqués et  modifiant :¯1° le Code pénal ;¯2° le Code de procédure pénale ;¯3° la loi modifiée du 5-15 septembre 1807 sur le privilège établi au profit du Trésor public pour le remboursement des frais de justice en matière criminelle correctionnelle et de police ;¯4° la loi modifiée du 7 mars 1980 sur l'organisation judiciaire ;¯5° la loi modifiée du 19 décembre 2008 ayant pour objet la coopération interadministrative et judiciaire et le renforcement des moyens de l'Administration des contributions directes de l'Administration de l'enregistrement et des domaines et de l'Administration des douanes et accises et portant modification de¯- la loi modifiée du 12 février 1979 concernant la taxe sur la valeur ajoutée;¯- la loi générale des impôts («Abgabenordnung»); 	¯- la loi modifiée du 17 avril 1964 portant réorganisation de l'Administration des contributions directes;¯- la loi modifiée du 20 mars 1970 portant réorganisation de l'Administration de l'enregistrement et des domaines;¯- la loi modifiée du 27 novembre 1933 concernant le recouvrement des contributions et des cotisations d'assurance sociale ;¯6° la loi modifiée du 25 mars 2020 instituant un système électronique central de recherche de données concernant des comptes de paiement et des comptes bancaires identifiés par un numéro IBAN et des coffres-forts tenus par des établissements de crédit au Luxembourg en vue de la transposition:¯- de la décision 2007/845/JAI du Conseil du 6 décembre 2007 relative à la coopération entre les bureaux de recouvrement des avoirs des Etats membres en matière de dépistage et d'identification des produits du crime ou des autres biens en rapport avec le crime ;¯- de certaines dispositions de la directive 2014/42 du Parlement européen et du Conseil du 3 avril 2014 concernant le gel et la confiscation des instruments et des produits du crime dans l'Union européenne ;¯- de la directive (UE) 2019/1153 du Parlement européen et du Conseil du 20 juin 2019 fixant les règles facilitant l'utilisation d'informations financières et d'une autre nature aux fins de la prévention ou de la détection de certaines infractions pénales ou des enquêtes ou des poursuites en la matière et abrogeant la décision 2000/642/JAI du Conseil";PUB_JO;OUI;X;27.06.19;;04.07.19;30.12.19;10.05.22;17.07.19;;01.06.22;01.06.22;17.07.19;01.06.22;07.06.22;07.06.22;;14.06.22;02.08.21;;01.03.22;;;01.07.22;1;F.Braz (Min. Justice);1;J;1;=;1;C.Margue;;2;3;1;1;2;C. Justice;C. Justice
7453;https://www.chd.lu/fr/dossier/7453;PPL;.portant modification de la loi électorale modifiée du 18 février 2003;RETIRE;;X;27.06.19;09.07.19;09.07.19;;;;;;;;;;;;;;;;;;;2;M.Goergen|S.Clement;1;IR;;;0;;;;;;;;C. Institutions & Révision constitutionnelle;
7454;https://www.chd.lu/fr/dossier/7454;PL;.portant approbation du Mémorandum d'entente (MOU) entre le Gouvernement du Grand-Duché de Luxembourg et le Quartier général du Commandant suprême allié Transformation ainsi que le Grand Quartier général des Puissances alliées en Europe concernant les prestations de soutien fourni par le pays hôte pour l'exécution des opérations des exercices et des activités militaires de même nature de l'OTAN fait à Luxembourg le 18 décembre 2017 et à Mons le 8 février 2018;PUB_JO;;X;27.06.19;;04.07.19;10.10.19;;18.11.19;;13.01.20;13.01.20;13.01.20;13.01.20;22.01.20;04.02.20;;13.02.20;;;;;;13.03.20;1;J.Asselborn (Min. Affaires étrangères & européennes);1;AEECA;1;=;1;L.Mutsch;;;1;;;1;C. Affaires étrangères & européennes Coopération Immigration & Asile;C. Affaires étrangères & européennes Coopération Immigration & Asile
7455;https://www.chd.lu/fr/dossier/7455;PRREG;.relative au Bureau au Secrétaire général et à la Commission du Règlement;PUB_JO;;X;27.06.19;;27.06.19;;;03.07.19;;;04.07.19;03.07.19;04.07.19;11.07.19;11.07.19;;;;;;;;05.09.19;5;F.Etgen|E.Berger|A.Bodry|M.Hansen|J.Lorsché;1;REGL;;;1;R.Reding;;;;;;2;C. Règlement;
7414B;https://www.chd.lu/fr/dossier/7414B;PRCONS;.de l'article 95ter de la Constitution;PUB_JO;;X;05.07.19;;05.07.19;30.12.19;;;;04.02.20;04.02.20;17.07.19;04.02.20;11.02.20;11.02.20;12.05.20;;;;19.07.19;;;15.05.20;1;A.Bodry;1;IR;;;0;;;;1;;1;2;C. Institutions & Révision constitutionnelle;
7456;https://www.chd.lu/fr/dossier/7456;PL;".portant modification :¯1° du Code de la consommation ;¯2° de la loi modifiée du 11 avril 1983 portant réglementation de la mise sur le marché et de la publicité des médicaments ;¯3° de la loi modifiée du 27 juillet 1991 sur les médias électroniques ;¯4° de la loi modifiée du 14 août 2000 relative au commerce électronique ;¯5° de la loi modifiée du 24 mai 2011 relative aux services dans le marché intérieur ;¯6° de la loi modifiée du 23 octobre 2011 relative à la concurrence ;¯7° de la loi modifiée du 23 décembre 2016 sur les ventes en soldes et sur trottoir et la publicité trompeuse et comparative ;¯en vue de la mise en oeuvre du règlement (UE) 2017/2394 du Parlement européen et du Conseil du 12 décembre 2017 sur la coopération entre les autorités nationales chargées de veiller à l'application de la législation en matière de protection des consommateurs et abrogeant le règlement (CE) n° 2006/2004";PUB_JO;;X;11.07.19;;03.10.19;13.10.20;06.07.21;10.12.20;;30.09.21;08.10.21;10.12.20;30.09.21;14.10.21;14.10.21;;26.10.21;;;15.01.21;;;02.12.21;1;P.Lenert (Min. Protection consommateurs);1;ECOPC;1;=;1;C.Haagen;;4;2;;1;2;C. Economie Protection consommateurs & Espace;C. Economie Protection consommateurs & Espace
7457;https://www.chd.lu/fr/dossier/7457;PL;.portant approbation de l'Accord économique et commercial global (AECG) entre le Canada d'une part et l'Union européenne et ses États membres d'autre part fait à Bruxelles le 30 octobre 2016;PUB_JO;;X;12.07.19;;03.10.19;10.10.19;;03.02.20;;09.03.20;09.03.20;03.02.20;09.03.20;;06.05.20;;12.05.20;;;;;;26.05.20;1;J.Asselborn (Min. Affaires étrangères & européennes);1;AEECA;1;=;1;Y.Cruchten;;;1;;;2;C. Affaires étrangères & européennes Coopération Immigration & Asile;C. Affaires étrangères & européennes Coopération Immigration & Asile
7458;https://www.chd.lu/fr/dossier/7458;PL;.portant approbation de l'Accord de protection des investissements entre l'Union européenne et ses États membres d'une part et la République de Singapour d'autre part fait à Bruxelles le 19 octobre 2018;PUB_JO;;X;12.07.19;;03.10.19;10.10.19;;03.02.20;;09.03.20;09.03.20;03.02.20;09.03.20;;06.05.20;;12.05.20;;;;;;26.05.20;1;J.Asselborn (Min. Affaires étrangères & européennes);1;AEECA;1;=;1;L.Mutsch;;;1;;;2;C. Affaires étrangères & européennes Coopération Immigration & Asile;C. Affaires étrangères & européennes Coopération Immigration & Asile
7459;https://www.chd.lu/fr/dossier/7459;PL;.portant approbation de l'Accord de partenariat et de coopération entre l'Union européenne et ses États membres d'une part et la République de Singapour d'autre part fait à Bruxelles le 19 octobre 2018;PUB_JO;;X;12.07.19;;03.10.19;10.10.19;;03.02.20;;09.03.20;09.03.20;03.02.20;29.02.28;18.03.20;06.05.20;;12.05.20;;;;;;26.05.20;1;J.Asselborn (Min. Affaires étrangères & européennes);1;AEECA;1;=;1;L.Mutsch;;;1;;;2;C. Affaires étrangères & européennes Coopération Immigration & Asile;C. Affaires étrangères & européennes Coopération Immigration & Asile
7460;https://www.chd.lu/fr/dossier/7460;PL;.portant approbation de l'Accord de partenariat stratégique entre l'Union européenne et ses États membres d'une part et le Canada d'autre part fait à Bruxelles le 30 octobre 2016;PUB_JO;;X;12.07.19;;03.10.19;10.10.19;;03.02.20;;09.03.20;09.03.20;03.02.20;09.03.20;18.03.20;06.05.20;;12.05.20;;;;;;26.05.20;1;J.Asselborn (Min. Affaires étrangères & européennes);1;AEECA;1;=;1;Y.Cruchten;;;1;;;2;C. Affaires étrangères & européennes Coopération Immigration & Asile;C. Affaires étrangères & européennes Coopération Immigration & Asile
7461;https://www.chd.lu/fr/dossier/7461;PL;.portant approbation de l'Accord entre le Grand-Duché de Luxembourg et le Royaume-Uni de Grande-Bretagne et d'Irlande du Nord relatif à la participation à certaines élections de nationaux de chaque État résidant sur le territoire de l'autre fait à Luxembourg le 18 juin 2019;PUB_JO;;X;26.07.19;;03.10.19;25.09.19;;30.09.19;;07.10.19;09.10.19;30.09.19;09.10.19;10.10.19;10.10.19;;24.10.19;;;;;;28.10.19;1;J.Asselborn (Min. Affaires étrangères & européennes);1;AEECA;1;=;1;L.Mutsch;;;1;;;2;C. Affaires étrangères & européennes Coopération Immigration & Asile;C. Affaires étrangères & européennes Coopération Immigration & Asile
7462;https://www.chd.lu/fr/dossier/7462;PL;.portant modification de la loi modifiée du 5 juin 2009 relative à la qualification initiale et à la formation continue des conducteurs de certains véhicules routiers affectés aux transports de marchandises ou de voyageurs et modifiant la loi modifiée du 27 juillet 1993 ayant pour objet 1. le développement et la diversification économiques et 2. l'amélioration de la structure générale et de l'équilibre régional de l'économie;PUB_JO;OUI;X;30.07.19;;03.10.19;12.03.20;16.06.20;15.05.20;;09.07.20;10.07.20;14.05.20;09.07.20;14.07.20;14.07.20;;17.07.20;;;22.05.20;;;04.09.20;1;F.Bausch (Min. Mobilité & Travaux publics);1;MOBTP;1;=;1;C.Back;;2;2;;1;2;C. Mobilité & Travaux publics;C. Mobilité & Travaux publics
